title,actorCD,total_profit,Name
베를린,20127192,52355568637,곽도원
회사원,20127192,8321175000,곽도원
점쟁이들,20127192,6731202500,곽도원
"범죄와의 전쟁: 나쁜놈들 전성시대",20127192,36538823500,곽도원
분신사바,20182300,3827484000,모지은
군함도,20305590,50510565168,명인호
차형사,20112995,9752555296,손현우
"사랑이 무서워",20112995,3020062500,손현우
버닝,20282652,4714345098,전종서
1987,20186487,58167040145,임병우
"로마의 휴일",20186487,993321176,임병우
결혼전야,20186487,8444337719,임병우
동창생,20186487,7010197126,임병우
부라더,20179150,11783109998,김근영
원라인,20179150,3319505433,김근영
부산행,20179150,93042352648,김근영
"굿바이 싱글",20179150,16912706195,김근영
"엽기적인 그녀 2",20179150,594260900,김근영
국제시장,20179150,110933981730,김근영
"나의 사랑 나의 신부",20179150,16636404305,김근영
플랜맨,20179150,4547866558,김근영
"더 파이브",20179150,5343797000,김근영
"화이: 괴물을 삼킨 아이",20179150,17695683795,김근영
관상,20179150,66007533500,김근영
숨바꼭질,20179150,39602995500,김근영
"고령화 가족",20179150,8169492153,김근영
코리아,10072618,13448848500,최은희
"석조저택 살인사건",20231526,2829106886,고민우
"가려진 시간",20231526,3948158400,고민우
여중생A,20304871,811692000,유수아
아이들...,20166144,13579712500,이의수
빈집,20166144,456077000,이의수
1987,10058320,58167040145,이희준
미옥,10058320,1930905564,이희준
"최악의 하루",10058320,505103590,이희준
"로봇, 소리",10058320,3519595560,이희준
오빠생각,10058320,8060591287,이희준
해무(海霧),10058320,11688465619,이희준
결혼전야,10058320,8444337719,이희준
감기,10058320,21774884000,이희준
차형사,10058320,9752555296,이희준
화차,10058320,18459203000,이희준
"범죄와의 전쟁: 나쁜놈들 전성시대",10058320,36538823500,이희준
특수본,10058320,8096052500,이희준
퀵,10058320,22960890000,이희준
모비딕,10058320,3264596000,이희준
"심장이 뛴다",10058320,7624895500,이희준
황해,10058320,17497165500,이희준
부당거래,10058320,20996302500,이희준
밀양,10058320,10267556000,이희준
맨홀,20199010,1084557130,윤찬영
챔피언,20175963,9471138230,권율
박열,20175963,18094175795,권율
달빛궁궐,20175963,1148146700,권율
"최악의 하루",20175963,505103590,권율
사냥,20175963,4912658515,권율
명량,20175963,132998319910,권율
명량,20175963,135753322310,권율
피에타,20175963,4355592500,권율
"범죄와의 전쟁: 나쁜놈들 전성시대",20175963,36538823500,권율
"내 깡패 같은 애인",20175963,5028497000,권율
"비스티 보이즈",20175963,4785467000,권율
부라더,20125825,11783109998,이하늬
침묵,20125825,3930219264,이하늬
"조작된 도시",20125825,20143992587,이하늬
달빛궁궐,20125825,1148146700,이하늬
"로봇, 소리",20125825,3519595560,이하늬
"타짜-신의 손",20125825,32373120927,이하늬
"타짜-신의 손",20125825,13217615777,이하늬
"나는 왕이로소이다",20125825,5454304904,이하늬
연가시,20125825,32175400664,이하늬
히트,20125825,783919500,이하늬
가루지기,20303250,1777803000,이창민
"마이 뉴 파트너",20303250,1699031500,이창민
"화려한 휴가",20303250,44098470600,이창민
"석조저택 살인사건",20303249,2829106886,황인아
"흥부: 글로 세상을 바꾼 자",20280389,3381050200,지웅배
"조선명탐정: 흡혈괴마의 비밀",20280389,19822839764,지웅배
1987,20280389,58167040145,지웅배
"로마의 휴일",20280389,993321176,지웅배
군함도,20280389,50510565168,지웅배
"번개맨과 신비의 섬",20302531,486548700,김수미
"번개맨과 신비의 섬",20302530,486548700,이상철
"번개맨과 신비의 섬",20302529,486548700,최오식
"번개맨과 신비의 섬",20302512,486548700,유수호
"번개맨과 신비의 섬",20302511,486548700,서홍석
"흥부: 글로 세상을 바꾼 자",20302629,3381050200,김규백
청년경찰,20302629,44382020516,김규백
군함도,20302629,50510565168,김규백
"기억의 밤",10072103,10653271160,최고
1급기밀,10072103,1728722300,최고
좋아해줘,20233527,6572774337,지윤호
덕구,20302189,2378021700,박지윤
"눈에는 눈 이에는 이",20301969,13287054000,이종혁
"조작된 도시",20181704,20143992587,이종혁
"찌라시: 위험한 소문",20181704,9111748087,이종혁
하울링,20181704,11765293500,이종혁
"전설의 고향",20301869,2246522500,강세정
1987,20290434,58167040145,이주영
"로마의 휴일",20290434,993321176,이주영
택시운전사,20290434,95868830649,이주영
대립군,20290434,6276963402,이주영
"신과함께-인과 연",10087253,101795673609,하정우
1987,10087253,58167040145,하정우
"신과함께-죄와 벌",10087253,115706188137,하정우
"서서평, 천천히 평온하게",10087253,881663400,하정우
싱글라이더,10087253,2685519021,하정우
터널,10087253,56792964517,하정우
터널,10087253,57530028417,하정우
아가씨,10087253,35211229991,하정우
암살,10087253,98463522781,하정우
허삼관,10087253,7410215569,하정우
"군도: 민란의 시대",10087253,36985578499,하정우
롤러코스터,10087253,1913087600,하정우
"더 테러 라이브",10087253,39869706381,하정우
베를린,10087253,52355568637,하정우
"577 프로젝트",10087253,619287500,하정우
러브픽션,10087253,13200412500,하정우
"범죄와의 전쟁: 나쁜놈들 전성시대",10087253,36538823500,하정우
의뢰인,10087253,17797131500,하정우
황해,10087253,17497165500,하정우
평행이론,10087253,6793066000,하정우
"국가대표 완결판-못 다한 이야기",10087253,2647781500,하정우
국가대표,10087253,57570773000,하정우
"잘 알지도 못하면서",10087253,274134500,하정우
"멋진 하루",10087253,2586052500,하정우
"비스티 보이즈",10087253,4785467000,하정우
추격자,10087253,33986449500,하정우
"우리 생애 최고의 순간",10087253,26119699000,하정우
"두 번째 사랑",10087253,655033000,하정우
"구미호 가족",10087253,877984800,하정우
잠복근무,10087253,9590663500,하정우
"슈퍼스타 감사용",10087253,4073017000,하정우
"서서평, 천천히 평온하게",20301491,881663400,최용수
"서서평, 천천히 평온하게",20301389,881663400,이상운
비밥바룰라,20289229,322062200,윤덕용
비밥바룰라,10058908,322062200,임현식
비밥바룰라,10040262,322062200,신구
해빙,10040262,9905406822,신구
"아빠는 딸",10040262,5054757395,신구
"특별수사: 사형수의 편지",10040262,9929947065,신구
"내 심장을 쏴라",10040262,2856859132,신구
"신석기 블루스",20301189,1797632500,성기윤
1987,20300992,58167040145,남민우
"해변의 여인",20111370,835941500,윤동환
메소드,20157664,216276800,박상훈
"고산자, 대동여지도",20157664,7801007258,박상훈
"고산자, 대동여지도",20157664,599122500,박상훈
"마이 블랙 미니드레스",20161811,2318884500,이용우
과속스캔들,10006199,53800771400,김한국
"신과함께-죄와 벌",20148715,115706188137,김태준
원라인,20148715,3319505433,김태준
밀정,20148715,61270079831,김태준
밀정,20148715,4243936350,김태준
조선마술사,20148715,4650016527,김태준
암살,20148715,98463522781,김태준
"두근두근 내 인생",20148715,6256243213,김태준
"두근두근 내 인생",20148715,12291081634,김태준
마녀,20148715,27242041463,김태준
"방황하는 칼날",20148715,7828891800,김태준
"미스터 고",20148715,9337976000,김태준
"가문의 영광5 - 가문의 귀환",20148715,8330342500,김태준
26년,20148715,21242367145,김태준
"천하장사 마돈나",20148715,3552058700,김태준
"천하장사 마돈나",20148715,1652561200,김태준
"밤의 해변에서 혼자",20265230,439840592,공민정
"뷰티 인사이드",20265230,16155829131,공민정
마마,20265230,1642407500,공민정
1987,10026716,58167040145,문성근
"기억의 밤",10026716,10653271160,문성근
"석조저택 살인사건",10026716,2829106886,문성근
"밤의 해변에서 혼자",10026716,439840592,문성근
동주,10026716,8870143589,문성근
"협녀, 칼의 기억",10026716,3360045489,문성근
해무(海霧),10026716,11688465619,문성근
남영동1985,10026716,2358629601,문성근
다른나라에서,10026716,237013700,문성근
"옥희의 영화",10026716,281740900,문성근
"작은 연못",10026716,311840500,문성근
실종,10026716,4346511500,문성근
"두뇌유희프로젝트, 퍼즐",10026716,1450490000,문성근
한반도,10026716,20597497600,문성근
"오로라 공주",10026716,5365343000,문성근
강철비,10087627,35489666466,한승헌
"아기와 나",20298424,2641412500,최초아
인랑,10000558,6994722173,강동원
골든슬럼버,10000558,11412768798,강동원
1987,10000558,58167040145,강동원
마스터,10000558,58068236865,강동원
"가려진 시간",10000558,3948158400,강동원
검사외전,10000558,77319445264,강동원
"검은 사제들",10000558,42407832092,강동원
"두근두근 내 인생",10000558,6256243213,강동원
"두근두근 내 인생",10000558,12291081634,강동원
"군도: 민란의 시대",10000558,36985578499,강동원
초능력자,10000558,15374798000,강동원
의형제,10000558,40153729000,강동원
전우치,10000558,44092710000,강동원
엠,10000558,2775697500,강동원
"그놈 목소리",10000558,17598617600,강동원
"우리들의 행복한 시간",10000558,14938458000,강동원
"형사; Duelist",10000558,5845646000,강동원
"늑대의 유혹",10000558,8023653000,강동원
"그녀를 믿지 마세요",10000558,1859615500,강동원
"로봇, 소리",20166701,3519595560,남연우
대호,20166701,13489904632,남연우
"나의 독재자",20166701,2907311546,남연우
"우는 남자",20166701,4924852800,남연우
용의자X,20166701,11241013000,남연우
1987,10072112,58167040145,최광일
"반드시 잡는다",20297747,3326439772,이재윤
강철비,20297737,35489666466,정환
1987,20179073,58167040145,이태형
침묵,20179073,3930219264,이태형
리얼,20179073,3357912530,이태형
감시자들,20179073,39380162179,이태형
차형사,20179073,9752555296,이태형
꾼,20297676,31313568795,이창호
국제시장,20131590,110933981730,이진희
변호인,20131590,82871781800,이진희
"너는 펫",20131590,3810103000,이진희
"신과함께-죄와 벌",20232351,115706188137,이지향
"조작된 도시",20181927,20143992587,이정훈
"황제를 위하여",20181927,4754501771,이정훈
뫼비우스,20181927,255508579,이정훈
강철비,20196179,35489666466,이정호
남한산성,20196179,31225419792,이정호
"로마의 휴일",20196179,993321176,이정호
"불한당: 나쁜 놈들의 세상",20196179,7674017125,이정호
"신의 한 수",20196179,28811011456,이정호
"찌라시: 위험한 소문",20196179,9111748087,이정호
"반드시 잡는다",20189363,3326439772,이정은
택시운전사,20189363,95868830649,이정은
군함도,20189363,50510565168,이정은
보안관,20189363,20844488409,이정은
재심,20189363,19266319637,이정은
"특종: 량첸살인기",20189363,4754763118,이정은
도희야,20189363,830984100,이정은
변호인,20189363,82871781800,이정은
"집으로 가는 길",20189363,13049026745,이정은
대립군,20195903,6276963402,이승훈
"임금님의 사건수첩",20195903,12651193723,이승훈
재심,20195903,19266319637,이승훈
검사외전,20195903,77319445264,이승훈
역린,20195903,29894157890,이승훈
"신과함께-죄와 벌",20195894,115706188137,이승준
검사외전,20195894,77319445264,이승준
"로봇, 소리",20195894,3519595560,이승준
오빠생각,20195894,8060591287,이승준
4등,20195894,284073700,이승준
손님,20195894,6385937880,이승준
"연애의 맛",20195894,1725990153,이승준
헬머니,20195894,4122996972,이승준
허삼관,20195894,7410215569,이승준
"끝까지 간다",20195894,27007303900,이승준
1987,20195566,58167040145,이상준
1987,20253851,58167040145,이동희
악녀,20253851,9739662144,이동희
재심,20253851,19266319637,이동희
시간이탈자,20253851,9731838195,이동희
1987,20260509,58167040145,이동욱
박열,20260509,18094175795,이동욱
"목숨 건 연애",20260509,363098800,이동욱
1987,20297031,58167040145,이가영
"신과함께-인과 연",10021341,101795673609,마동석
챔피언,10021341,9471138230,마동석
"신과함께-죄와 벌",10021341,115706188137,마동석
부라더,10021341,11783109998,마동석
범죄도시,10021341,56322098349,마동석
특별시민,10021341,10494768945,마동석
"두 남자",10021341,459566121,마동석
부산행,10021341,93042352648,마동석
"굿바이 싱글",10021341,16912706195,마동석
함정,10021341,2090877200,마동석
"악의 연대기",10021341,17361815332,마동석
베테랑,10021341,105169264250,마동석
"군도: 민란의 시대",10021341,36985578499,마동석
살인자,10021341,656849000,마동석
결혼전야,10021341,8444337719,마동석
"더 파이브",10021341,5343797000,마동석
"배우는 배우다",10021341,811844000,마동석
감기,10021341,21774884000,마동석
"뜨거운 안녕",10021341,315291000,마동석
노리개,10021341,1229614500,마동석
반창꼬,10021341,17911274787,마동석
이웃사람,10021341,15839136310,마동석
이웃사람,10021341,18089137369,마동석
"범죄와의 전쟁: 나쁜놈들 전성시대",10021341,36538823500,마동석
부당거래,10021341,20996302500,마동석
게이트,10054755,821271100,이경영
"신과함께-죄와 벌",10054755,115706188137,이경영
강철비,10054755,35489666466,이경영
군함도,10054755,50510565168,이경영
머니백,10054755,417495600,이경영
리얼,10054755,3357912530,이경영
"불한당: 나쁜 놈들의 세상",10054755,7674017125,이경영
재심,10054755,19266319637,이경영
판도라,10054755,36067171064,이경영
대배우,10054755,1246200228,이경영
"내부자들: 디 오리지널",10054755,16973885275,이경영
조선마술사,10054755,4650016527,이경영
내부자들,10054755,56598333057,이경영
서부전선,10054755,4751661400,이경영
치외법권,10054755,2664941005,이경영
"뷰티 인사이드",10054755,16155829131,이경영
"협녀, 칼의 기억",10054755,3360045489,이경영
암살,10054755,98463522781,이경영
"은밀한 유혹",10054755,1137666247,이경영
허삼관,10054755,7410215569,이경영
제보자,10054755,13515762802,이경영
"타짜-신의 손",10054755,32373120927,이경영
"타짜-신의 손",10054755,13217615777,이경영
"해적: 바다로 간 산적",10054755,58960630706,이경영
"해적: 바다로 간 산적",10054755,66372140706,이경영
소수의견,10054755,2892681205,이경영
"군도: 민란의 시대",10054755,36985578499,이경영
"관능의 법칙",10054755,5858771500,이경영
"또 하나의 약속",10054755,3541402400,이경영
"더 테러 라이브",10054755,39869706381,이경영
신세계,10054755,34881330905,이경영
베를린,10054755,52355568637,이경영
26년,10054755,21242367145,이경영
남영동1985,10054755,2358629601,이경영
회사원,10054755,8321175000,이경영
"후궁 : 제왕의 첩",10054755,19330302500,이경영
백프로,10054755,284106600,이경영
"최종병기 활",10054755,55827861500,이경영
"반드시 잡는다",20296813,3326439772,정유민
강철비,20296812,35489666466,정유나
박열,10010107,18094175795,"달시 파켓"
"젝스키스 에이틴",20296567,364405500,김재덕
"젝스키스 에이틴",20296566,364405500,장수원
"젝스키스 에이틴",20296671,364405500,이재진
"젝스키스 에이틴",20296565,364405500,강성훈
1987,20152252,58167040145,유정호
꾼,20152252,31313568795,유정호
프리즌,20152252,23790276987,유정호
아수라,20152252,20579716662,유정호
"강남 1970",20152252,17718699499,유정호
모비딕,20152252,3264596000,유정호
꾼,10061518,31313568795,전헌태
리얼,20295755,3357912530,임지혜
미옥,20295749,1930905564,임용순
남한산성,20295698,31225419792,이호중
메소드,10058182,216276800,이혜수
대립군,10005484,6276963402,김재록
"신과함께-죄와 벌",20294909,115706188137,최용훈
"임금님의 사건수첩",20294909,12651193723,최용훈
부산행,20294909,93042352648,최용훈
"대장 김창수",20294851,2879121115,황정용
부라더,20294849,11783109998,황인주
"아이 캔 스피크",10090175,25539734986,황연희
리얼,20294737,3357912530,황수진
"검은 사제들",20230519,42407832092,이현우
청년경찰,20285998,44382020516,이하준
군함도,20285998,50510565168,이하준
부라더,20294666,11783109998,이하은
군함도,20294665,50510565168,이하은
채비,20164000,1260533864,이태규
범죄도시,20164000,56322098349,이태규
"로맨틱 헤븐",20164000,542739500,이태규
"아이 캔 스피크",20166720,25539734986,이지훈
"극적인 하룻밤",20166720,2616673429,이지훈
"577 프로젝트",20166720,619287500,이지훈
군함도,20181764,50510565168,이지환
군함도,20294568,50510565168,이지은
군함도,20294563,50510565168,이준희
군함도,20294562,50510565168,허승준
"지금 만나러 갑니다",10057492,20800916128,이준혁
골든슬럼버,10057492,11412768798,이준혁
장산범,10057492,10341783083,이준혁
희생부활자,10057492,2515479835,이준혁
오빠생각,10057492,8060591287,이준혁
"나를 잊지 말아요",10057492,3409535000,이준혁
그놈이다,10057492,8098811152,이준혁
"악의 연대기",10057492,17361815332,이준혁
"성실한 나라의 앨리스",10057492,349943500,이준혁
극비수사,10057492,22389535897,이준혁
장수상회,10057492,8737864643,이준혁
"내 심장을 쏴라",10057492,2856859132,이준혁
"나의 독재자",10057492,2907311546,이준혁
"슬로우 비디오",10057492,8913092219,이준혁
"타짜-신의 손",10057492,32373120927,이준혁
"타짜-신의 손",10057492,13217615777,이준혁
"찌라시: 위험한 소문",10057492,9111748087,이준혁
"친구 2",10057492,21804687513,이준혁
"화이: 괴물을 삼킨 아이",10057492,17695683795,이준혁
몽타주,10057492,15002458500,이준혁
사이코메트리,10057492,3978495129,이준혁
과속스캔들,10057492,53800771400,이준혁
군함도,20133615,50510565168,이준혁
"끝까지 간다",20133615,27007303900,이준혁
"악마를 보았다",20133615,13403595000,이준혁
"악마를 보았다",20133615,13919416500,이준혁
청담보살,20133615,9599189500,이준혁
청년경찰,20209046,44382020516,이주원
"가문의 영광5 - 가문의 귀환",20209046,8330342500,이주원
연가시,20209046,32175400664,이주원
"석조저택 살인사건",20290433,2829106886,이주연
희생부활자,20290433,2515479835,이주연
군함도,20294611,50510565168,이제훈
"아이 캔 스피크",10057349,25539734986,이제훈
박열,10057349,18094175795,이제훈
"탐정 홍길동: 사라진 마을",10057349,11515559845,이제훈
파파로티,10057349,11825934000,이제훈
"분노의 윤리학",10057349,1658653000,이제훈
점쟁이들,10057349,6731202500,이제훈
건축학개론,10057349,30220536000,이제훈
고지전,10057349,21968680600,이제훈
"아이 캔 스피크",20290422,25539734986,이정현
"대장 김창수",20290423,2879121115,이정현
군함도,20290423,50510565168,이정현
박열,20290423,18094175795,이정현
리얼,20290423,3357912530,이정현
군함도,10057329,50510565168,이정현
스플릿,10057329,6102712539,이정현
"성실한 나라의 앨리스",10057329,349943500,이정현
명량,10057329,132998319910,이정현
명량,10057329,135753322310,이정현
"불한당: 나쁜 놈들의 세상",10057300,7674017125,이정우
"역모-반란의 시대",10057300,218173300,이정우
"용서는 없다",10057300,8597290000,이정우
"잔혹한 출근",10057300,2076522300,이정우
패션왕,20196172,4367582379,이정연
플랜맨,20196172,4547866558,이정연
침묵,20294589,3930219264,이정민
군함도,20166519,50510565168,이정민
"임금님의 사건수첩",20166519,12651193723,이정민
"신이 보낸 사람",20166519,3068195600,이정민
"비스티 보이즈",20166519,4785467000,이정민
7호실,20196138,2677284639,이재혁
용의자,20196138,30037161000,이재혁
부라더,20165022,11783109998,이재민
군함도,20165022,50510565168,이재민
한공주,20165022,1784542300,이재민
"시실리 2km",20165022,7340447000,이재민
"시실리 2km",20165022,8049487000,이재민
"신과함께-죄와 벌",20294389,115706188137,강소백
브이아이피,20294389,10956621835,강소백
희생부활자,20294337,2515479835,함영준
채비,20294318,1260533864,한지호
부라더,10087461,11783109998,한명순
군함도,20294258,50510565168,최호영
약장수,20196080,314542400,이은주
한공주,20196080,1784542300,이은주
메소드,20254828,216276800,이유진
"조작된 도시",20254828,20143992587,이유진
미옥,20161455,1930905564,이연
침묵,20161455,3930219264,이연
곡성,20161455,55863520382,이연
베스트셀러,20161455,7983184500,이연
"대장 김창수",20294136,2879121115,이신우
청년경찰,10056298,44382020516,이승희
"퇴마: 무녀굴",10056298,951843500,이승희
"사랑방 선수와 어머니",10056298,3286151000,이승희
해바라기,10056298,7835485400,이승희
"잔혹한 출근",10056298,2076522300,이승희
희생부활자,20254428,2515479835,이승진
"아이 캔 스피크",20294121,25539734986,이승민
귀향,20254414,27248705990,이수현
리얼,20158232,3357912530,이수연
"화이트: 저주의 멜로디",20158232,5587166000,이수연
부라더,20289646,11783109998,이수민
택시운전사,20289646,95868830649,이수민
밀정,20254159,61270079831,이수광
밀정,20254159,4243936350,이수광
군함도,20294104,50510565168,이세형
리얼,20294118,3357912530,이세원
시간이탈자,20195618,9731838195,이성준
"뷰티 인사이드",20195618,16155829131,이성준
"강남 1970",20195618,17718699499,이성준
"또 하나의 약속",20195618,3541402400,이성준
부라더,20294116,11783109998,이성은
목격자,20110148,21393452647,이성민
공작,20110148,42267898976,이성민
"바람 바람 바람",20110148,9784385375,이성민
리얼,20110148,3357912530,이성민
보안관,20110148,20844488409,이성민
"굿바이 싱글",20110148,16912706195,이성민
검사외전,20110148,77319445264,이성민
"로봇, 소리",20110148,3519595560,이성민
손님,20110148,6385937880,이성민
빅매치,20110148,8952096578,이성민
"군도: 민란의 시대",20110148,36985578499,이성민
"방황하는 칼날",20110148,7828891800,이성민
"관능의 법칙",20110148,5858771500,이성민
변호인,20110148,82871781800,이성민
"마이 리틀 히어로",20110148,1302907128,이성민
베스트셀러,20110148,7983184500,이성민
군함도,20294099,50510565168,이선민
리얼,20294099,3357912530,이선민
리얼,20199569,3357912530,이상훈
"나를 잊지 말아요",20199569,3409535000,이상훈
패션왕,20199569,4367582379,이상훈
아이들...,20133605,13579712500,이상훈
"꿈은 이루어진다",20133605,718090000,이상훈
"잘못된 만남",20133605,308882000,이상훈
군함도,20152098,50510565168,이상협
"위험한 상견례 2",20152098,3575384754,이상협
"오늘의 연애",20152098,14924654487,이상협
"마이 웨이",20152098,15995187000,이상협
"사랑해, 말순씨",20152098,2191787000,이상협
열정같은소리하고있네,20112263,4761399902,이병준
돌연변이,20112263,748936684,이병준
"나의 독재자",20112263,2907311546,이병준
전국노래자랑,20112263,6687636000,이병준
점쟁이들,20112263,6731202500,이병준
"5백만불의 사나이",20112263,739789500,이병준
"아부의 왕",20112263,3511102500,이병준
백프로,20112263,284106600,이병준
러브픽션,20112263,13200412500,이병준
"네버엔딩 스토리",20112263,2106823000,이병준
"퍼펙트 게임",20112263,11220408500,이병준
"지구대표 롤링스타즈",20112263,230047000,이병준
"파괴된 사나이",20112263,7683092100,이병준
"식객2 : 김치전쟁",20112263,3243969500,이병준
부산,20112263,1172970000,이병준
"눈에는 눈 이에는 이",20112263,13287054000,이병준
복면달호,20112263,9008143000,이병준
구타유발자들,20112263,934380300,이병준
"친절한 금자씨",20112263,20483051393,이병준
레이디버그,20242187,310302500,이민규
"파워배틀 와치카 미니카 배틀리그: 불꽃의 질주",20242187,264189420,이민규
대립군,20265812,6276963402,이경재
판도라,20265812,36067171064,이경재
"기억의 밤",20222226,10653271160,이동진
밀정,20222226,61270079831,이동진
밀정,20222226,4243936350,이동진
무뢰한,20222226,3262380431,이동진
"연애의 맛",20222226,1725990153,이동진
"오늘의 연애",20222226,14924654487,이동진
군함도,20289592,50510565168,이동준
재심,20289592,19266319637,이동준
"기억의 밤",20294036,10653271160,이동근
청년경찰,20289173,44382020516,이다영
군함도,20289173,50510565168,이다영
여교사,20289173,961785460,이다영
덕혜옹주,20195049,44068865409,이경훈
덕혜옹주,20195049,44395967609,이경훈
귀향,20195049,27248705990,이경훈
"찌라시: 위험한 소문",20195049,9111748087,이경훈
메소드,20294024,216276800,이경민
리얼,20294023,3357912530,이경민
"슈퍼 빼꼼: 스파이 대작전",20199848,712734900,김성연
리얼,20293713,3357912530,최안나
범죄도시,20293607,56322098349,최성재
"대장 김창수",20293605,2879121115,최서윤
침묵,20293156,3930219264,채현우
군함도,20293150,50510565168,지재우
장수상회,20293109,8737864643,박나예
"불한당: 나쁜 놈들의 세상",20292930,7674017125,김말구
원라인,20292930,3319505433,김말구
희생부활자,20292805,2515479835,오세진
7호실,20292796,2677284639,조민성
군함도,20292653,50510565168,정부용
군함도,20292549,50510565168,정규호
군함도,20292537,50510565168,전창현
리얼,20292478,3357912530,전누리
리얼,20292516,3357912530,장현도
남한산성,10060469,31225419792,장정국
"신과함께-인과 연",10057315,101795673609,이정재
"신과함께-죄와 벌",10057315,115706188137,이정재
대립군,10057315,6276963402,이정재
"인천상륙작전 : 익스텐디드 에디션(확장판)",10057315,220051200,이정재
인천상륙작전,10057315,55069686503,이정재
암살,10057315,98463522781,이정재
빅매치,10057315,8952096578,이정재
관상,10057315,66007533500,이정재
신세계,10057315,34881330905,이정재
도둑들,10057315,91872987000,이정재
도둑들,10057315,93665632500,이정재
하녀,10057315,17038639000,이정재
"1724 기방난동사건",10057315,1897970000,이정재
태풍,10057315,22209675300,이정재
귀향,10050781,27248705990,오지혜
남영동1985,10050781,2358629601,오지혜
"후궁 : 제왕의 첩",10050781,19330302500,오지혜
똥파리,10050781,842501700,오지혜
다찌마와리,10050781,4114057000,오지혜
"잘 살아보세",10050781,1415274100,오지혜
"이대로, 죽을 순 없다(Short Time)",10050781,4266661500,오지혜
"안녕, 형아",10050781,5614875500,오지혜
"동해물과 백두산이",10050781,1041877500,오지혜
군함도,20159532,50510565168,오정현
"역모-반란의 시대",20292148,218173300,오유진
침묵,20291839,3930219264,안성봉
미옥,20291830,1930905564,신지훈
부라더,20291765,11783109998,신은영
"강남 1970",20220093,17718699499,서현석
메소드,20291595,216276800,서지혜
"대장 김창수",20291591,2879121115,서주연
침묵,20291569,3930219264,박호산
대립군,20291569,6276963402,박호산
"두 남자",20291569,459566121,박호산
"역모-반란의 시대",20291569,218173300,박호산
대배우,20291569,1246200228,박호산
도리화가,20291569,2246950339,박호산
남한산성,20228232,31225419792,서병철
"임금님의 사건수첩",20228232,12651193723,서병철
"더 폰",20228232,12309164568,서병철
어느날,20291429,1846581582,황혜인
"석조저택 살인사건",20291405,2829106886,황재욱
"로마의 휴일",20291401,993321176,황윤성
악녀,20291374,9739662144,황성호
"루시드 드림",20291391,759481000,황비긴
택시운전사,20291389,95868830649,황민형
채비,20249709,1260533864,박혜영
덕혜옹주,20249709,44068865409,박혜영
덕혜옹주,20249709,44395967609,박혜영
군함도,20139269,50510565168,박혜민
"나는 왕이로소이다",20139269,5454304904,박혜민
"마이 뉴 파트너",20139269,1699031500,박혜민
"쓰리 썸머 나잇",20139117,616132846,박현수
의형제,20139117,40153729000,박현수
"대장 김창수",20186167,2879121115,박지훈
악녀,20186167,9739662144,박지훈
대립군,20186167,6276963402,박지훈
"탐정 홍길동: 사라진 마을",20186167,11515559845,박지훈
"로봇, 소리",20186167,3519595560,박지훈
"협녀, 칼의 기억",20186167,3360045489,박지훈
"신의 한 수",20186167,28811011456,박지훈
감시자들,20186167,39380162179,박지훈
"탐정 : 더 비기닝",20183250,20463956973,박지혜
베테랑,20183250,105169264250,박지혜
장수상회,20183250,8737864643,박지혜
화차,20183250,18459203000,박지혜
채비,20291228,1260533864,박지윤
남한산성,20291227,31225419792,박지원
군함도,20135387,50510565168,박준서
"나는 왕이로소이다",20135387,5454304904,박준서
퀴즈왕,20135387,4188846000,박준서
"조작된 도시",20135285,20143992587,박주현
똥파리,20135285,842501700,박주현
미옥,20291208,1930905564,박주연
메소드,20183215,216276800,박주연
"대장 김창수",20291201,2879121115,박정숙
군함도,20286505,50510565168,박정민
"기억의 밤",20291213,10653271160,박재영
"대장 김창수",20133264,2879121115,박재영
"미안해 사랑해 고마워",20133264,359247800,박재영
"강남 1970",20133264,17718699499,박재영
"황제를 위하여",20133264,4754501771,박재영
"식객2 : 김치전쟁",20133264,3243969500,박재영
희생부활자,20291210,2515479835,박은혜
"기억의 밤",20248451,10653271160,박윤식
덕혜옹주,20248451,44068865409,박윤식
덕혜옹주,20248451,44395967609,박윤식
군함도,20227748,50510565168,박영준
프리즌,20227748,23790276987,박영준
7호실,20158628,2677284639,박수영
덕혜옹주,20158628,44068865409,박수영
덕혜옹주,20158628,44395967609,박수영
"특별수사: 사형수의 편지",20158628,9929947065,박수영
변호인,20158628,82871781800,박수영
"말죽거리 잔혹사",20158628,3837152000,박수영
채비,20291174,1260533864,박소정
7호실,20181686,2677284639,박소영
시간이탈자,20181686,9731838195,박소영
"마담 뺑덕",20181686,3728980590,박소영
채비,20291162,1260533864,박소연
"대장 김창수",20209686,2879121115,박소담
"검은 사제들",20209686,42407832092,박소담
사도,20209686,48844889501,박소담
베테랑,20209686,105169264250,박소담
"경성학교: 사라진 소녀들",20209686,2749609100,박소담
쎄시봉,20209686,13571515911,박소담
상의원,20209686,6204129964,박소담
"마담 뺑덕",20209686,3728980590,박소담
부당거래,20158107,20996302500,박세준
연애술사,20158107,6383653500,박세준
침묵,20291159,3930219264,박성희
"역모-반란의 시대",20291172,218173300,박성호
군함도,20110633,50510565168,박선주
"피끓는 청춘",20110633,11688382888,박선주
남극일기,20110633,5478113500,박선주
군함도,20229487,50510565168,박선
도리화가,20229487,2246950339,박선
청년경찰,20211007,44382020516,박서준
리얼,20211007,3357912530,박서준
"뷰티 인사이드",20211007,16155829131,박서준
"악의 연대기",20211007,17361815332,박서준
