,title,ActorCD,ActorAvgP,ActorSumP,ActorMinP,ActorMaxP
3904,,20160712,37728869443.0,113187000000.0,9929947065,77319445264
3905,,20254714,44232416509.0,88464833018.0,44068865409,44395967609
3906,,20254573,16912706195.0,16912706195.0,16912706195,16912706195
3907,,20254471,32757008091.0,65514016181.0,4243936350,61270079831
3908,,20254470,8836144063.0,8836144063.0,8836144063,8836144063
3909,,20224088,44232416509.0,88464833018.0,44068865409,44395967609
3910,,20224076,2305749240.0,4611498479.0,1201963479,3409535000
3911,,20159528,43804540382.0,87609080764.0,10289635500,77319445264
3912,,20254423,8060591287.0,8060591287.0,8060591287,8060591287
3913,,20254422,77319445264.0,77319445264.0,77319445264,77319445264
3914,,20254456,3599680348.0,3599680348.0,3599680348,3599680348
3915,,20158461,30725343191.0,61450686382.0,5587166000,55863520382
3916,,20254130,8995269176.0,17990538352.0,8060591287,9929947065
3917,,20155961,2368844930.0,4737689859.0,969489100,3768200759
3918,,20155152,40001544063.0,200008000000.0,16226580642,82871781800
3919,,20254098,5474392042.0,5474392042.0,5474392042,5474392042
3920,,20067300,44280229132.0,88560458264.0,11241013000,77319445264
3921,,20254110,3768200759.0,3768200759.0,3768200759,3768200759
3922,,20152300,2408870255.0,14453221527.0,703977000,4912658515
3923,,20223142,5194493588.0,10388987176.0,1651122533,8737864643
3924,,20253883,27248705990.0,27248705990.0,27248705990,27248705990
3925,,20253807,5234303336.0,5234303336.0,5234303336,5234303336
3926,,20253831,57161496467.0,114323000000.0,56792964517,57530028417
3927,,10054943,2972426368.0,41613969155.0,253673000,9731838195
3928,,20253775,35211229991.0,35211229991.0,35211229991,35211229991
3929,,20253774,3768200759.0,3768200759.0,3768200759,3768200759
3930,,20162884,7594186000.0,7594186000.0,7594186000,7594186000
3931,,20253735,5474392042.0,5474392042.0,5474392042,5474392042
3932,,20253752,8060591287.0,8060591287.0,8060591287,8060591287
3933,,20253688,16912706195.0,16912706195.0,16912706195,16912706195
3934,,20253638,77319445264.0,77319445264.0,77319445264,77319445264
3935,,20221830,10126712244.0,20253424488.0,8737864643,11515559845
3936,,20152088,18032511821.0,36065023642.0,16226580642,19838443000
3937,,10053730,9422967316.0,28268901949.0,3575384754,16912706195
3938,,20253522,3519595560.0,3519595560.0,3519595560,3519595560
3939,,20253429,3768200759.0,3768200759.0,3768200759,3768200759
3940,,20253310,9929947065.0,9929947065.0,9929947065,9929947065
3941,,20253192,93042352648.0,93042352648.0,93042352648,93042352648
3942,,20253066,5474392042.0,5474392042.0,5474392042,5474392042
3943,,20252709,93042352648.0,93042352648.0,93042352648,93042352648
3944,,20252489,36067171064.0,36067171064.0,36067171064,36067171064
3945,,20146445,9634048450.0,19268096900.0,7983184500,11284912400
3946,,20252429,5474392042.0,5474392042.0,5474392042,5474392042
3947,,20185879,8020818870.0,24062456611.0,1194185500,17718699499
3948,,20159698,3394310044.0,10182930133.0,515508500,4912658515
3949,,20251985,44232416509.0,88464833018.0,44068865409,44395967609
3950,,20114944,9273662424.0,18547324847.0,6256243213,12291081634
3951,,10043765,6102811120.0,24411244481.0,426257300,11688382888
3952,,20226086,3599680348.0,3599680348.0,3599680348,3599680348
3953,,20251070,55863520382.0,55863520382.0,55863520382,55863520382
3954,,20251006,9731838195.0,9731838195.0,9731838195,9731838195
3955,,20130578,44232416509.0,88464833018.0,44068865409,44395967609
3956,,20229752,31679202452.0,95037607355.0,6572774337,44395967609
3957,,20250969,3768200759.0,3768200759.0,3768200759,3768200759
3958,,20125010,27575588398.0,110302000000.0,3262380431,77319445264
3959,,20250938,5474392042.0,5474392042.0,5474392042,5474392042
3960,,20250709,5234303336.0,5234303336.0,5234303336,5234303336
3961,,20250669,16912706195.0,16912706195.0,16912706195,16912706195
3962,,20193357,35048581645.0,105146000000.0,415009400,93042352648
3963,,20250509,5234303336.0,5234303336.0,5234303336,5234303336
3964,,20250450,32757008091.0,65514016181.0,4243936350,61270079831
3965,,10062043,8870143589.0,8870143589.0,8870143589,8870143589
3966,,10035592,6191681056.0,12383362112.0,5149571612,7233790500
3967,,20250275,5474392042.0,5474392042.0,5474392042,5474392042
3968,,20250233,8060591287.0,8060591287.0,8060591287,8060591287
3969,,20250151,8060591287.0,8060591287.0,8060591287,8060591287
3970,,20250150,57161496467.0,114323000000.0,56792964517,57530028417
3971,,10035365,11514999015.0,184240000000.0,1215167500,46593140500
3972,,20249878,9731838195.0,9731838195.0,9731838195,9731838195
3973,,20249844,5474392042.0,5474392042.0,5474392042,5474392042
3974,,20249841,8060591287.0,8060591287.0,8060591287,8060591287
3975,,20249770,27248705990.0,27248705990.0,27248705990,27248705990
3976,,20249732,3768200759.0,3768200759.0,3768200759,3768200759
3977,,20183721,4272931806.0,8545863612.0,3396292000,5149571612
3978,,20203790,2825317412.0,8475952237.0,415009400,6986456737
3979,,20249630,5149571612.0,5149571612.0,5149571612,5149571612
3980,,20249285,5474392042.0,5474392042.0,5474392042,5474392042
3981,,20249279,3768200759.0,3768200759.0,3768200759,3768200759
3982,,20249273,35211229991.0,35211229991.0,35211229991,35211229991
3983,,20249233,5234303336.0,5234303336.0,5234303336,5234303336
3984,,20165027,27248705990.0,27248705990.0,27248705990,27248705990
3985,,20249035,6572774337.0,6572774337.0,6572774337,6572774337
3986,,20248708,3768200759.0,3768200759.0,3768200759,3768200759
3987,,20248789,5474392042.0,5474392042.0,5474392042,5474392042
3988,,20138101,12077864960.0,48311459841.0,3575384754,30037161000
3989,,20248701,16226580642.0,16226580642.0,16226580642,16226580642
3990,,20248638,93042352648.0,93042352648.0,93042352648,93042352648
3991,,20111116,5720500056.0,40043500395.0,460596500,11706585100
3992,,20248542,77319445264.0,77319445264.0,77319445264,77319445264
3993,,20248538,93042352648.0,93042352648.0,93042352648,93042352648
3994,,20248549,57161496467.0,114323000000.0,56792964517,57530028417
3995,,20248467,5474392042.0,5474392042.0,5474392042,5474392042
3996,,10029077,13489904632.0,13489904632.0,13489904632,13489904632
3997,,20125325,18715106750.0,37430213500.0,15655329500,21774884000
3998,,20248411,93042352648.0,93042352648.0,93042352648,93042352648
3999,,20110629,29996720411.0,389957000000.0,1614867156,110933981730
4000,,20248351,8060591287.0,8060591287.0,8060591287,8060591287
4001,,20248294,5149571612.0,5149571612.0,5149571612,5149571612
4002,,10058331,5149571612.0,5149571612.0,5149571612,5149571612
4003,,20248133,5234303336.0,5234303336.0,5234303336,5234303336
4004,,20247788,16912706195.0,16912706195.0,16912706195,16912706195
4005,,20247782,6572774337.0,6572774337.0,6572774337,6572774337
4006,,20247569,5149571612.0,5149571612.0,5149571612,5149571612
4007,,20247293,93042352648.0,93042352648.0,93042352648,93042352648
4008,,10028642,1930162345.0,7720649381.0,1185999000,3599680348
4009,,20247289,5149571612.0,5149571612.0,5149571612,5149571612
4010,,20154677,52353475124.0,104707000000.0,11664597600,93042352648
4011,,20246829,7010197126.0,7010197126.0,7010197126,7010197126
4012,,20245409,3948158400.0,3948158400.0,3948158400,3948158400
4013,,20245389,3948158400.0,3948158400.0,3948158400,3948158400
4014,,20232807,23592649457.0,70777948372.0,7387086869,55069686503
4015,,20191126,55982036966.0,335892000000.0,9752555296,135753322310
4016,,10024081,56322098349.0,56322098349.0,56322098349,56322098349
4017,,10019770,19524349501.0,58573048503.0,220051200,55069686503
4018,,20186171,39380162179.0,39380162179.0,39380162179,39380162179
4019,,20239826,22141983917.0,44283967833.0,9072737842,35211229991
4020,,10060576,3781582221.0,22689493325.0,1215167500,8836144063
4021,,20239426,3606654257.0,3606654257.0,3606654257,3606654257
4022,,10006385,7222638818.0,93894304633.0,273120000,54035565100
4023,,10029425,4520124423.0,103963000000.0,334175900,19330302500
4024,,20239407,20238205941.0,40476411881.0,16912706195,23563705686
4025,,10054345,6312694993.0,44188864951.0,704635000,12367486506
4026,,10028464,3155886833.0,9467660500.0,311840500,5365343000
4027,,20153088,8470526380.0,33882105518.0,1725990153,19391653500
4028,,20130172,7580443761.0,45482662565.0,997380500,24326346000
4029,,10067494,10271247105.0,267052000000.0,303851500,66372140706
4030,,10029265,9808547830.0,88276930473.0,1020724600,21641740000
4031,,10061399,8839630333.0,26518891000.0,6240174500,12684530500
4032,,10058018,9233974223.0,92339742226.0,604032500,28638460100
4033,,10047328,6309370400.0,31546852000.0,778685500,13944930000
4034,,10035559,40328508500.0,40328508500.0,40328508500,40328508500
4035,,10054511,10830211589.0,97471904300.0,273950500,66014775400
4036,,20237886,7363692155.0,88364305862.0,642352000,13720377000
4037,,20152649,5154084000.0,15462252000.0,1470927500,11241013000
4038,,20138079,11664597600.0,11664597600.0,11664597600,11664597600
4039,,10050182,13579712500.0,13579712500.0,13579712500,13579712500
4040,,20199031,16636404305.0,16636404305.0,16636404305,16636404305
4041,,10070393,24715723945.0,370736000000.0,369339300,105169264250
4042,,10036963,2670973056.0,10683892224.0,369339300,8952096578
4043,,20196083,10272053622.0,51360268109.0,1699031500,28811011456
4044,,20189354,17076879989.0,170769000000.0,997380500,82871781800
4045,,10072645,14216643773.0,355416000000.0,329280000,66014775400
4046,,10035745,10911078067.0,98199702600.0,447691500,44092710000
4047,,20211008,11050493745.0,33151481236.0,359247800,16636404305
4048,,20069387,25558941855.0,76676825566.0,8946889910,56445023256
4049,,20189746,29985845107.0,809618000000.0,542739500,135753322310
4050,,20203246,26145222230.0,366033000000.0,326980700,135753322310
4051,,20111535,11028179223.0,66169075337.0,2664941005,19838443000
4052,,20110901,4214260476.0,12642781429.0,1614867156,7013842000
4053,,10062270,18979312500.0,18979312500.0,18979312500,18979312500
4054,,20207886,39242440221.0,588637000000.0,1614867156,135753322310
4055,,10004139,20002660000.0,40005320000.0,13720377000,26284943000
4056,,10080533,95868830649.0,95868830649.0,95868830649,95868830649
4057,,20111894,19256013432.0,173304000000.0,4367582379,47102707500
4058,,10057882,3048830736.0,6097661472.0,1974664500,4122996972
4059,,10047357,10982389357.0,164736000000.0,262191500,58068236865
4060,,20128729,2330917600.0,4661835200.0,1150732700,3511102500
4061,,20112888,14011347877.0,140113000000.0,698549500,54035565100
4062,,10004860,33867106091.0,203203000000.0,934380300,105169264250
4063,,20160505,10517338125.0,84138705000.0,1797632500,30220536000
4064,,20133937,14458981440.0,130131000000.0,1201963479,34614661161
4065,,10037080,2681099250.0,10724397000.0,363098800,5726173700
4066,,10004308,5099488411.0,81591814569.0,362910000,13328932000
4067,,10007518,10620278802.0,169924000000.0,284073700,42407832092
4068,,20203230,13166034648.0,118494000000.0,531276500,44098470600
4069,,20133487,17468638883.0,122280000000.0,5379208500,34881330905
4070,,20237727,30304169719.0,60608339437.0,6572774337,54035565100
4071,,10004034,11889289655.0,190229000000.0,311840500,66715881300
4072,,10060277,4891543000.0,9783086000.0,1897970000,7885116000
4073,,10065825,21798322597.0,108992000000.0,314542400,82871781800
4074,,20189362,20040523137.0,160324000000.0,350293300,82871781800
4075,,20237647,22169544463.0,133017000000.0,969489100,55863520382
4076,,10004911,7965220000.0,31860880000.0,997380500,15584755500
4077,,20113281,8839905456.0,106079000000.0,728085000,36181314700
4078,,10058616,15309455767.0,61237823066.0,2452368566,31959686000
4079,,10007511,15254704994.0,30509409987.0,14924654487,15584755500
4080,,10058786,9577763387.0,114933000000.0,2195709100,17653752500
4081,,10035603,15616732500.0,31233465000.0,13579712500,17653752500
4082,,10040486,7869441167.0,23608323500.0,285969000,15584755500
4083,,20159610,34733146836.0,277865000000.0,3262380431,105169264250
4084,,10072524,29577847600.0,88733542800.0,14510222300,44092710000
4085,,20237586,12654854000.0,25309707999.0,7591008500,17718699499
4086,,20237567,6168693433.0,18506080299.0,347980800,17718699499
4087,,20237566,11434135556.0,22868271111.0,5149571612,17718699499
4088,,20237546,11730333867.0,35191001600.0,2195709100,21774884000
4089,,20160027,16660682836.0,216589000000.0,750901000,88908642769
4090,,20128452,24841702343.0,49683404686.0,23563705686,26119699000
4091,,10061659,21020606534.0,294288000000.0,1542788950,66014775400
4092,,10047374,13447533500.0,134475000000.0,1969360500,44098470600
4093,,20237426,15800299000.0,15800299000.0,15800299000,15800299000
4094,,10005691,7991502373.0,39957511864.0,227157000,26119699000
4095,,10066710,11360019048.0,215840000000.0,284106600,48700887413
4096,,10062351,8964388750.0,17928777500.0,8769832000,9158945500
4097,,10026760,42288754387.0,422888000000.0,3741046828,135753322310
4098,,20113342,13690028077.0,177970000000.0,386192500,66715881300
4099,,10054119,13386184882.0,240951000000.0,1123934000,82871781800
4100,,20163848,17424362042.0,400760000000.0,599122500,77319445264
4101,,20236946,33590808938.0,839770000000.0,334175900,135753322310
4102,,10061228,10230729204.0,358076000000.0,312851500,40153729000
4103,,20234467,11515559845.0,11515559845.0,11515559845,11515559845
4104,,10037147,8967441000.0,8967441000.0,8967441000,8967441000
4105,,10056244,9406459131.0,28219377393.0,1928502500,20483051393
4106,,10086891,15088294300.0,30176588600.0,11664597600,18511991000
4107,,20236647,32955176781.0,131821000000.0,2329754965,105169264250
4108,,20236886,12479447540.0,62397237700.0,349943500,57570773000
4109,,20111060,30396778000.0,60793556000.0,3222783000,57570773000
4110,,20121473,11326917103.0,33980751308.0,3471341321,15584755500
4111,,20236847,5352565911.0,10705131821.0,3471341321,7233790500
4112,,20154690,5085492274.0,15256476821.0,3471341321,7957651500
4113,,20166242,8018165774.0,24054497321.0,3471341321,15687180500
4114,,10065876,16741652778.0,150675000000.0,1490000000,44092710000
4115,,20165044,9825442683.0,98254426825.0,587173500,35841769500
4116,,20236729,73728591655.0,294914000000.0,750901000,135753322310
4117,,20133596,8945502750.0,35782011000.0,2942253500,21774884000
4118,,10071867,3857271383.0,23143628300.0,515508500,12062180000
4119,,20167960,9525369483.0,66677586382.0,1219746000,30130610500
4120,,20190050,8913547000.0,35654188000.0,620874000,30037161000
4121,,10052293,9609328145.0,221015000000.0,462025000,66014775400
4122,,20132305,12282090243.0,98256721946.0,1969360500,48844889501
4123,,10028517,16130908033.0,387142000000.0,362910000,110933981730
4124,,20146882,2658865400.0,13294327000.0,1928502500,3409535000
4125,,10035749,8952386050.0,17904772100.0,6240174500,11664597600
4126,,10058900,1842646750.0,3685293500.0,1836153500,1849140000
4127,,10090114,8176357907.0,155351000000.0,292031500,55863520382
4128,,10000692,5067520370.0,50675203700.0,718090000,12777314500
4129,,10004373,10857463960.0,108575000000.0,2828706500,20483051393
4130,,10003606,10176709223.0,284948000000.0,710905075,40153729000
4131,,10062440,11533799787.0,149939000000.0,985067500,28622355500
4132,,20231586,14999157545.0,29998315090.0,2749609100,27248705990
4133,,10072695,11913309738.0,238266000000.0,465532500,40153729000
4134,,20111884,2786452033.0,8359356100.0,284106600,7763409000
4135,,20134082,17366841139.0,416804000000.0,304884500,93665632500
4136,,10062374,6497309186.0,12994618371.0,4469579500,8525038871
4137,,10054440,7630585500.0,22891756500.0,3541402400,10591149500
4138,,20236009,1785870300.0,3571740600.0,1658653000,1913087600
4139,,20235814,5670466279.0,11340932558.0,4547866558,6793066000
4140,,20168262,16339385229.0,32678770458.0,8169492153,24509278305
4141,,10054257,8404759934.0,50428559605.0,532419300,16636404305
4142,,10001397,20618276000.0,20618276000.0,20618276000,20618276000
4143,,10087774,14248471900.0,28496943800.0,6240174500,22256769300
4144,,10037140,2033279133.0,6099837400.0,594260900,4285830500
4145,,10046875,2977223833.0,8931671500.0,2246522500,3375971500
4146,,20190646,10228636833.0,30685910500.0,3562190000,20392518000
4147,,10051543,22253894300.0,66761682900.0,4630569000,53800771400
4148,,20235526,3464615000.0,6929230000.0,2673832500,4255397500
4149,,10062107,7659382825.0,61275062603.0,359247800,18979312500
4150,,10040685,21523343101.0,193710000000.0,636285500,66715881300
4151,,10006185,18648205199.0,167834000000.0,470675000,66715881300
4152,,10000476,16115981490.0,145044000000.0,462025000,66007533500
4153,,20143929,24180689523.0,120903000000.0,3443753000,55827861500
4154,,20235226,8563160983.0,17126321965.0,3554806054,13571515911
4155,,10005471,7737836500.0,15475673000.0,5614875500,9860797500
4156,,20110935,15525725123.0,465772000000.0,220051200,66372140706
4157,,20122862,5956715721.0,47653725765.0,601853500,26284943000
4158,,20113318,3548421478.0,7096842955.0,710905075,6385937880
4159,,10026863,3730698440.0,26114889078.0,1486835668,8946889910
4160,,10061332,12960036800.0,64800184000.0,967522000,26284943000
4161,,20110241,5777895500.0,5777895500.0,5777895500,5777895500
4162,,10065609,14628604706.0,219429000000.0,1590807200,66372140706
4163,,10072269,10270493677.0,112975000000.0,1246200228,35211229991
4164,,20167080,4023028167.0,12069084500.0,470675000,10204359000
4165,,10082391,15995187000.0,15995187000.0,15995187000,15995187000
4166,,10047586,67011377000.0,67011377000.0,67011377000,67011377000
4167,,20179151,22256769300.0,22256769300.0,22256769300,22256769300
4168,,10062422,5659760918.0,22639043672.0,1251587700,13633902000
4169,,10047116,9599189500.0,9599189500.0,9599189500,9599189500
4170,,20208847,17718699499.0,17718699499.0,17718699499,17718699499
4171,,20179001,8222391094.0,32889564376.0,2329754965,18529880600
4172,,20233866,11396855969.0,22793711938.0,2329754965,20463956973
4173,,10061817,2826233133.0,11304932533.0,527412000,7953428000
4174,,20231368,27248705990.0,27248705990.0,27248705990,27248705990
4175,,20231367,27248705990.0,27248705990.0,27248705990,27248705990
4176,,10006424,4458290150.0,22291450748.0,778685500,9362086648
4177,,20233686,9362086648.0,9362086648.0,9362086648,9362086648
4178,,10054895,6660972171.0,26643888682.0,360833100,12333110882
4179,,20133500,3690276538.0,22141659226.0,360833100,9590663500
4180,,20231406,39602995500.0,39602995500.0,39602995500,39602995500
4181,,10054357,12042571000.0,12042571000.0,12042571000,12042571000
4182,,10086944,5451248646.0,16353745937.0,2068632100,7712339500
4183,,10044051,11088686074.0,22177372147.0,783919500,21393452647
4184,,20185819,8231071167.0,24693213500.0,6793066000,10136738500
4185,,20233227,3642176500.0,3642176500.0,3642176500,3642176500
4186,,10047462,21009977850.0,63029933549.0,392591200,56322098349
4187,,20233028,3865123500.0,3865123500.0,3865123500,3865123500
4188,,10058853,5067800875.0,20271203500.0,1306030500,9008143000
4189,,20232987,43196091553.0,86392183106.0,9072737842,77319445264
4190,,20232966,11284912400.0,11284912400.0,11284912400,11284912400
4191,,20232846,18762175623.0,56286526870.0,8913092219,26909477678
4192,,10061272,20670154071.0,62010462213.0,2440004213,39602995500
4193,,10058024,11528590238.0,495729000000.0,415009400,57570773000
4194,,20232766,13955177833.0,41865533500.0,625824000,37654858000
4195,,10060174,9785168000.0,9785168000.0,9785168000,9785168000
4196,,10009990,39602995500.0,39602995500.0,39602995500,39602995500
4197,,10019930,7957651500.0,7957651500.0,7957651500,7957651500
4198,,20158259,6765653000.0,6765653000.0,6765653000,6765653000
4199,,20125887,3463093653.0,27704749220.0,264189420,9621468000
4200,,10029263,4122996972.0,4122996972.0,4122996972,4122996972
4201,,20232336,4122996972.0,4122996972.0,4122996972,4122996972
4202,,20232301,7387086869.0,7387086869.0,7387086869,7387086869
4203,,20232300,13489904632.0,13489904632.0,13489904632,13489904632
4204,,20232297,7387086869.0,7387086869.0,7387086869,7387086869
4205,,20232295,48844889501.0,48844889501.0,48844889501,48844889501
4206,,20232292,17718699499.0,17718699499.0,17718699499,17718699499
4207,,20161528,9122203202.0,18244406403.0,4754501771,13489904632
4208,,20232291,48844889501.0,48844889501.0,48844889501,48844889501
4209,,20232287,3575384754.0,3575384754.0,3575384754,3575384754
4210,,10061276,33692049776.0,505381000000.0,2961381000,88908642769
4211,,20232246,19218850810.0,307502000000.0,830984100,77319445264
4212,,20219854,4499746390.0,13499239169.0,784148500,8946889910
4213,,10055864,19746728333.0,59240185000.0,1652561200,54035565100
4214,,20231986,11688382888.0,11688382888.0,11688382888,11688382888
4215,,10061575,4678731333.0,14036194000.0,1041877500,6687636000
4216,,10072206,54035565100.0,54035565100.0,54035565100,54035565100
4217,,10005415,6747066260.0,33735331300.0,217269000,13328932000
4218,,20196270,3120411864.0,6240823727.0,1590807200,4650016527
4219,,20231806,3978495129.0,3978495129.0,3978495129,3978495129
4220,,10029055,4341479100.0,8682958200.0,1258000500,7424957700
4221,,10061840,43488814535.0,43488814535.0,43488814535,43488814535
4222,,20210306,3213453553.0,6426907106.0,2907311546,3519595560
4223,,20207754,13799922446.0,13799922446.0,13799922446,13799922446
4224,,20111927,10944782395.0,284564000000.0,515508500,45566111330
4225,,20128453,22714758008.0,136289000000.0,311840500,62697419249
4226,,10005532,8037952073.0,152721000000.0,359247800,22960890000
4227,,10029241,32049308373.0,96147925118.0,7683092100,44395967609
4228,,10054939,16448781700.0,32897563400.0,937877400,31959686000
4229,,10088460,23204946155.0,69614838465.0,3409535000,55863520382
4230,,10066893,1715390433.0,5146171300.0,304884500,3409535000
4231,,20211306,16226580642.0,16226580642.0,16226580642,16226580642
4232,,10037124,18567863300.0,18567863300.0,18567863300,18567863300
4233,,10026731,2602309950.0,5204619900.0,1652561200,3552058700
4234,,20113003,20615276452.0,103076000000.0,1977196563,66007533500
4235,,20113591,12579637167.0,37738911500.0,1219746000,34222160500
4236,,20216386,5807823500.0,5807823500.0,5807823500,5807823500
4237,,20127310,6223973310.0,12447946619.0,759481000,11688465619
4238,,20231448,30130610500.0,30130610500.0,30130610500,30130610500
4239,,20165700,5680665493.0,17041996480.0,784148500,12651193723
4240,,10028829,6062385167.0,18187155500.0,636285500,13328932000
4241,,10062122,5127437800.0,25637189000.0,1006594000,15584755500
4242,,10056084,2785787100.0,5571574200.0,1744090200,3827484000
4243,,10019124,3554937000.0,3554937000.0,3554937000,3554937000
4244,,10035632,7100204045.0,28400816180.0,620874000,16226580642
4245,,20168260,7659078144.0,22977234433.0,4271750500,12777314500
4246,,10003799,17598617600.0,17598617600.0,17598617600,17598617600
4247,,20190648,2583335400.0,5166670800.0,415009400,4751661400
4248,,10057891,2470310000.0,4940620000.0,867603000,4073017000
4249,,20231286,10130402367.0,30391207100.0,3068195600,13919416500
4250,,20111964,10396045000.0,31188135000.0,3865123500,13919416500
4251,,10029659,1830421367.0,5491264100.0,360833100,4346511500
4252,,10026411,6768135000.0,6768135000.0,6768135000,6768135000
4253,,20111368,10993997550.0,21987995100.0,2813074600,19174920500
4254,,10040914,3854027250.0,7708054500.0,1324401000,6383653500
4255,,20211006,3096211821.0,6192423642.0,1137666247,5054757395
4256,,20220399,11549487514.0,23098975027.0,5054757395,18044217632
4257,,20230967,5054757395.0,5054757395.0,5054757395,5054757395
4258,,20149353,4988878022.0,29933268130.0,315291000,20618276000
4259,,20175721,25967139075.0,493376000000.0,1897970000,98463522781
4260,,20152153,2886802578.0,5773605156.0,1614867156,4158738000
4261,,10053792,5325988052.0,15977964156.0,1614867156,10204359000
4262,,20230528,31211030677.0,62422061354.0,2246950339,60175111015
4263,,10057985,10753038163.0,32259114489.0,4754763118,18979312500
4264,,20165486,7983184500.0,7983184500.0,7983184500,7983184500
4265,,10056921,20389609670.0,40779219339.0,2246950339,38532269000
4266,,20111428,9404058150.0,37616232600.0,4724214000,11664597600
4267,,20230426,4761399902.0,4761399902.0,4761399902,4761399902
4268,,20132757,7282272908.0,65540456169.0,314542400,28379548569
4269,,20213126,1963515350.0,3927030700.0,1836153500,2090877200
4270,,20230287,56598333057.0,56598333057.0,56598333057,56598333057
4271,,20230255,56598333057.0,56598333057.0,56598333057,56598333057
4272,,20230136,56598333057.0,56598333057.0,56598333057,56598333057
4273,,20230064,56598333057.0,56598333057.0,56598333057,56598333057
4274,,20230054,56598333057.0,56598333057.0,56598333057,56598333057
4275,,20230001,56598333057.0,56598333057.0,56598333057,56598333057
4276,,20229963,56598333057.0,56598333057.0,56598333057,56598333057
4277,,20229894,56598333057.0,56598333057.0,56598333057,56598333057
4278,,20229885,56598333057.0,56598333057.0,56598333057,56598333057
4279,,20229815,56598333057.0,56598333057.0,56598333057,56598333057
4280,,20229814,3642176500.0,3642176500.0,3642176500,3642176500
4281,,20229813,7819284000.0,7819284000.0,7819284000,7819284000
4282,,20133339,10694803801.0,32084411402.0,4761399902,13919416500
4283,,20229637,56598333057.0,56598333057.0,56598333057,56598333057
4284,,20144840,1657706001.0,6630824002.0,217973600,4761399902
4285,,20229551,60175111015.0,60175111015.0,60175111015,60175111015
4286,,20225666,6481379657.0,6481379657.0,6481379657,6481379657
4287,,20229363,42407832092.0,42407832092.0,42407832092,42407832092
4288,,20134554,11355453656.0,22710907312.0,2246950339,20463956973
4289,,20196650,25118361946.0,50236723892.0,7828891800,42407832092
4290,,20229250,4761399902.0,4761399902.0,4761399902,4761399902
4291,,10003902,4625411960.0,60130355483.0,273120000,15996330400
4292,,20229218,4754763118.0,4754763118.0,4754763118,4754763118
4293,,20188689,8023436393.0,16046872785.0,2246950339,13799922446
4294,,20229146,3630557000.0,3630557000.0,3630557000,3630557000
4295,,20228898,4761399902.0,4761399902.0,4761399902,4761399902
4296,,20146240,15995187000.0,15995187000.0,15995187000,15995187000
4297,,10049765,25411823400.0,25411823400.0,25411823400,25411823400
4298,,10033801,17038639000.0,17038639000.0,17038639000,17038639000
4299,,10007577,22705264202.0,158937000000.0,369339300,56598333057
4300,,20228086,105169000000.0,105169000000.0,105169264250,105169264250
4301,,10043361,6120170120.0,30600850600.0,1074486100,19330302500
4302,,20227742,20463956973.0,20463956973.0,20463956973,20463956973
4303,,20227741,4751661400.0,4751661400.0,4751661400,4751661400
4304,,20227716,20463956973.0,20463956973.0,20463956973,20463956973
4305,,10028634,27929001750.0,55858003500.0,11765293500,44092710000
4306,,20166085,8723650039.0,8723650039.0,8723650039,8723650039
4307,,20227630,20463956973.0,20463956973.0,20463956973,20463956973
4308,,20166881,5469921372.0,16409764116.0,2106823000,8098811152
4309,,20135520,34551761396.0,172759000000.0,11284912400,66372140706
4310,,20198349,54320302786.0,108641000000.0,3471341321,105169264250
4311,,20227387,12309164568.0,12309164568.0,12309164568,12309164568
4312,,20164945,11284912400.0,11284912400.0,11284912400,11284912400
4313,,20227379,4751661400.0,4751661400.0,4751661400,4751661400
4314,,20163395,98463522781.0,98463522781.0,98463522781,98463522781
4315,,20203581,108052000000.0,216103000000.0,105169264250,110933981730
4316,,20227337,12309164568.0,12309164568.0,12309164568,12309164568
4317,,20165223,18343838257.0,55031514772.0,1432123500,48844889501
4318,,20227326,12309164568.0,12309164568.0,12309164568,12309164568
4319,,20196869,31528333525.0,63056667049.0,359247800,62697419249
4320,,20164267,8212961893.0,8212961893.0,8212961893,8212961893
4321,,10043791,98463522781.0,98463522781.0,98463522781,98463522781
4322,,20227295,48844889501.0,48844889501.0,48844889501,48844889501
4323,,20227212,8098811152.0,8098811152.0,8098811152,8098811152
4324,,20169005,26355006501.0,52710013001.0,3865123500,48844889501
4325,,20201372,4751661400.0,4751661400.0,4751661400,4751661400
4326,,20227107,4751661400.0,4751661400.0,4751661400,4751661400
4327,,20172100,4751661400.0,4751661400.0,4751661400,4751661400
4328,,20227047,48844889501.0,48844889501.0,48844889501,48844889501
4329,,20226987,105169000000.0,105169000000.0,105169264250,105169264250
4330,,10053760,8249744450.0,107247000000.0,440536500,28811011456
4331,,20226864,8723650039.0,8723650039.0,8723650039,8723650039
4332,,20226553,8723650039.0,8723650039.0,8723650039,8723650039
4333,,20146782,25420716784.0,50841433568.0,12309164568,38532269000
4334,,20070232,3879683800.0,7759367600.0,2834514800,4924852800
4335,,20145759,48844889501.0,48844889501.0,48844889501,48844889501
4336,,20111147,5802318000.0,5802318000.0,5802318000,5802318000
4337,,20226238,48844889501.0,48844889501.0,48844889501,48844889501
4338,,20226236,12309164568.0,12309164568.0,12309164568,12309164568
4339,,10062060,25623509567.0,384353000000.0,1054470664,82871781800
4340,,20226127,4751661400.0,4751661400.0,4751661400,4751661400
4341,,20226023,8723650039.0,8723650039.0,8723650039,8723650039
4342,,20226021,4751661400.0,4751661400.0,4751661400,4751661400
