title,ActorCD,ActorAvgP,ActorSumP,ActorMinP,ActorMaxP
언니는 말괄량이,10005896,15242388250,30484776500,13446137500,17038639000
언니는 말괄량이,20162835,14626427250,29252854500,4926508500,24326346000
하하하,10004396,11196881099,1.34363E+11,262191500,44098470600
빨간 마후라,10007493,4376240500,4376240500,4376240500,4376240500
청일전쟁과 여걸 민비,20128924,16226580642,16226580642,16226580642,16226580642
외출,20212366,4376240500,4376240500,4376240500,4376240500
푸른 강은 흘러라,20090447,10412040716,1.24944E+11,505103590,36985578499
소중한 날의 꿈,10028892,20412339315,1.63299E+11,361431100,91431950670
가시,20111842,16509636692,82548183459,1095301000,61270079831
낮은데로 임하소서,10005839,12130521180,1.09175E+11,459220000,34222160500
낮은데로 임하소서,10005840,8478463114,1.18698E+11,217269000,57570773000
낮은데로 임하소서,20165538,1.10934E+11,1.10934E+11,110933981730,110933981730
쓰리 몬스터,10000955,6262909732,68892007055,386192500,40328508500
서울의 지붕 밑,20128924,16226580642,16226580642,16226580642,16226580642
벙어리 삼룡이,10072618,13448848500,13448848500,13448848500,13448848500
소녀의 세계,20208707,8357048304,25071144913,1246420500,12309164568
렌의 애가,10005896,15242388250,30484776500,13446137500,17038639000
렌의 애가,20162835,14626427250,29252854500,4926508500,24326346000
순수의 시대,10040665,10463864360,1.67422E+11,522848900,40328508500
나도 모르게,10055086,12943730088,3.88312E+11,273120000,66372140706
요화 배정자,10005896,15242388250,30484776500,13446137500,17038639000
요화 배정자,20162835,14626427250,29252854500,4926508500,24326346000
목숨,20110924,16919469729,6.09101E+11,334175900,66715881300
목숨,20032067,7051493250,14102986500,656849000,13446137500
목숨,20138183,35566892800,35566892800,35566892800,35566892800
목숨,20138180,6240174500,6240174500,6240174500,6240174500
위기의 여자,10040423,9040490582,36161962326,611420000,22209675300
복수는 나의 것,10040665,10463864360,1.67422E+11,522848900,40328508500
마포사는 황부자,20128924,16226580642,16226580642,16226580642,16226580642
첫사랑 열전,10057730,9528483517,85756351652,227157000,45566111330
물레방아,10072152,16226580642,16226580642,16226580642,16226580642
왕자 호동,10005896,15242388250,30484776500,13446137500,17038639000
왕자 호동,20162835,14626427250,29252854500,4926508500,24326346000
불륜의 맛,20112261,6552928833,26211715330,542739500,19822839764
불륜의 맛,20227406,98463522781,98463522781,98463522781,98463522781
불륜의 맛,20163914,15374798000,15374798000,15374798000,15374798000
빛나는 거짓,10051043,4867173067,29203038400,947570700,13720377000
길소뜸,10005814,18155398279,72621593116,4376240500,33986449500
이 생명 다하도록,10005896,15242388250,30484776500,13446137500,17038639000
이 생명 다하도록,20162835,14626427250,29252854500,4926508500,24326346000
이별,10040423,9040490582,36161962326,611420000,22209675300
겨울로 가는 마차,10004995,25724826959,2.31523E+11,220051200,82871781800
겨울로 가는 마차,20166471,2037328667,6111986000,1777803000,2227291000
촌색씨,20162887,12659065000,12659065000,12659065000,12659065000
암행어사 박문수,10005896,15242388250,30484776500,13446137500,17038639000
암행어사 박문수,20162835,14626427250,29252854500,4926508500,24326346000
미워도 다시 한번 2,20227374,36067171064,36067171064,36067171064,36067171064
미워도 다시 한번 2,20197131,30037161000,30037161000,30037161000,30037161000
롤플레이,20111316,2483146400,9932585600,1020724600,4124164500
꼭두각시,10057386,3034395600,18206373600,227941500,6931136500
시집가는 날,20130080,11200872500,11200872500,11200872500,11200872500
이 생명 다하도록,10005896,15242388250,30484776500,13446137500,17038639000
이 생명 다하도록,20162835,14626427250,29252854500,4926508500,24326346000
암행어사 박문수,10005896,15242388250,30484776500,13446137500,17038639000
암행어사 박문수,20162835,14626427250,29252854500,4926508500,24326346000
비치하트애솔,20115762,12166665420,60833327099,362910000,37654858000
별들의 고향,10040423,9040490582,36161962326,611420000,22209675300
밀양,10061252,7532783870,75327838698,1651122533,17653752500
삼등과장,20128924,16226580642,16226580642,16226580642,16226580642
은하해방전선,10058806,53800771400,53800771400,53800771400,53800771400
한말풍운과 민충정공,20201348,1.34376E+11,2.68752E+11,132998319910,135753322310
원점,10040423,9040490582,36161962326,611420000,22209675300
촌철살인,20154601,4780632000,4780632000,4780632000,4780632000
촌철살인,10028638,3685982000,7371964000,1432123500,5939840500
로맨스 빠빠,10040423,9040490582,36161962326,611420000,22209675300
봄이가도,20152117,17431451444,3.83492E+11,284073700,105169264250
나는 곤경에 처했다!,20111885,3729336180,18646680900,311840500,6316842000
다정불심,10005896,15242388250,30484776500,13446137500,17038639000
다정불심,20162835,14626427250,29252854500,4926508500,24326346000
내 이웃의 아내,20120963,4271865500,4271865500,4271865500,4271865500
집으로...,10053782,6490199697,64901996969,309575000,18390012500
집으로...,20151905,4271750500,4271750500,4271750500,4271750500
장수상회,20239046,8737864643,8737864643,8737864643,8737864643
미스 푸줏간,20196429,62697419249,62697419249,62697419249,62697419249
미스 푸줏간,10004220,7711001529,53977010700,1194185500,19330302500
영원한 제국,10006380,25105599624,3.51478E+11,1849140000,93665632500
사랑방 손님과 어머니,10072618,13448848500,13448848500,13448848500,13448848500
다정불심,10005896,15242388250,30484776500,13446137500,17038639000
다정불심,20162835,14626427250,29252854500,4926508500,24326346000
접속,10087518,11578478561,1.5052E+11,934380300,52355568637
델타 보이즈,20142726,5121358500,10242717000,4271865500,5970851500
계몽영화,20166871,4063109250,8126218500,3375971500,4750247000
구봉서의 벼락부자,10002158,33986449500,33986449500,33986449500,33986449500
꿈,10072618,13448848500,13448848500,13448848500,13448848500
다정불심,10005896,15242388250,30484776500,13446137500,17038639000
다정불심,20162835,14626427250,29252854500,4926508500,24326346000
사이비,10050734,9937239591,4.17364E+11,363098800,36181314700
서편제,10003673,11352067300,22704134600,8759204600,13944930000
구름은 흘러도,20220846,9771282105,1.07484E+11,976008100,54035565100
마당을 나온 암탉,10026732,11552042921,2.19489E+11,237013700,58167040145
마당을 나온 암탉,20229807,56598333057,56598333057,56598333057,56598333057
여자의 일생,10072618,13448848500,13448848500,13448848500,13448848500
초대받은 사람들,10005839,12130521180,1.09175E+11,459220000,34222160500
초대받은 사람들,10005840,8478463114,1.18698E+11,217269000,57570773000
초대받은 사람들,20165538,1.10934E+11,1.10934E+11,110933981730,110933981730
일어서는 인간,20124649,6011557000,12023114000,4259705000,7763409000
기쁜 우리 젊은 날,10043371,15195210043,2.73514E+11,1074486100,44098470600
플란다스의 개,10030016,43353617139,2.60122E+11,830984100,66715881300
귀접,10056600,20429552570,81718210278,8737864643,30037161000
귀접,20161450,3455039500,6910079000,2750311500,4159767500
황제펭귄 펭이와 솜이,10037229,19433234795,1.36033E+11,2869918500,50510565168
늑대소년,10037229,19433234795,1.36033E+11,2869918500,50510565168
낮은데로 임하소서,10005839,12130521180,1.09175E+11,459220000,34222160500
낮은데로 임하소서,10005840,8478463114,1.18698E+11,217269000,57570773000
낮은데로 임하소서,20165538,1.10934E+11,1.10934E+11,110933981730,110933981730
도둑들,10005276,24665075936,6.90622E+11,1453890000,93665632500
미워도 다시 한번,20227374,36067171064,36067171064,36067171064,36067171064
미워도 다시 한번,20197131,30037161000,30037161000,30037161000,30037161000
마당을 나온 암탉,10026732,11552042921,2.19489E+11,237013700,58167040145
마당을 나온 암탉,20229807,56598333057,56598333057,56598333057,56598333057
스페어,10062023,9114386351,1.36716E+11,253673000,60175111015
명량,10072251,31786860561,4.45016E+11,1928502500,135753322310
애인,10029993,11441296650,22882593300,625824000,22256769300
부부의 스폰서,20120963,4271865500,4271865500,4271865500,4271865500
늙은 자전거,10072722,9047679358,63333755506,308882000,20597497600
형사; Duelist,10000558,24448106931,4.64514E+11,1859615500,77319445264
형사; Duelist,20122651,10136738500,10136738500,10136738500,10136738500
친정어머니,10007493,4376240500,4376240500,4376240500,4376240500
누구의 딸도 아닌 해원,20113533,15385749499,92314496991,273384900,43488814535
만신,10004452,12654927704,1.26549E+11,271945300,47102707500
허수아비들의 땅,20150459,16364603618,1.63646E+11,2119494000,110933981730
허수아비들의 땅,20166424,8410092167,25230276500,447691500,22486492000
유령,10072250,5107435483,10214870965,2329754965,7885116000
유령,20152155,12684530500,12684530500,12684530500,12684530500
형님 아내,20224231,3507839089,7015678177,2892681205,4122996972
피터팬의 공식,10051070,6101270029,42708890206,531276500,11284912400
누나 친구,20212366,4376240500,4376240500,4376240500,4376240500
프레스,10070602,14110639990,3.95098E+11,389374500,57530028417
여자전쟁: 비열한 거래,20150459,16364603618,1.63646E+11,2119494000,110933981730
여자전쟁: 비열한 거래,20166424,8410092167,25230276500,447691500,22486492000
진짜 진짜 미안해,20195079,11688382888,11688382888,11688382888,11688382888
마지막 찻잔,10056694,11014996500,22029993000,4376240500,17653752500
야경 : 죽음의 택시,10069019,2492442777,4984885554,1430079500,3554806054
기쁜 우리 젊은 날,10043371,15195210043,2.73514E+11,1074486100,44098470600
남과 북,10047331,17038639000,17038639000,17038639000,17038639000
12인의 하숙생,10012460,7763409000,7763409000,7763409000,7763409000
성춘향,10072618,13448848500,13448848500,13448848500,13448848500
깊고 푸른 밤,10060180,4194616500,8389233000,625824000,7763409000
깊고 푸른 밤,20155010,6240174500,6240174500,6240174500,6240174500
범죄와의 전쟁: 나쁜놈들 전성시대,10072251,31786860561,4.45016E+11,1928502500,135753322310
고종황제와 의사 안중근,20128924,16226580642,16226580642,16226580642,16226580642
노다지,20128924,16226580642,16226580642,16226580642,16226580642
노크,10035507,5744113420,28720567100,969489100,17038639000
얼굴이 아니고 마음입니다,10005839,12130521180,1.09175E+11,459220000,34222160500
얼굴이 아니고 마음입니다,10005840,8478463114,1.18698E+11,217269000,57570773000
얼굴이 아니고 마음입니다,20165538,1.10934E+11,1.10934E+11,110933981730,110933981730
게이트-완결판,10058849,6756739352,1.28378E+11,640343800,15494034100
한말풍운과 민충정공,20201348,1.34376E+11,2.68752E+11,132998319910,135753322310
잠 못 이루는 섹스 2,10003926,8759204600,8759204600,8759204600,8759204600
어느 여름날 밤에,20233027,6102712539,6102712539,6102712539,6102712539
어느 여름날 밤에,10006155,25462725672,4.32866E+11,297957300,135753322310
어느 여름날 밤에,20190033,20463956973,20463956973,20463956973,20463956973
어느 여름날 밤에,20151308,5984618900,29923094500,3311591000,12684530500
얼굴 없는 미녀,10006380,25105599624,3.51478E+11,1849140000,93665632500
내 마음의 풍금,10055626,23303988239,3.26256E+11,1159253000,88908642769
다시..올래,10057698,16323714959,2.12208E+11,281740900,105169264250
카토 프로젝트,20123425,12064689746,60323448732,359247800,29894157890
백사부인,10072618,13448848500,13448848500,13448848500,13448848500
여사장,20130080,11200872500,11200872500,11200872500,11200872500
인생은 새옹지마,20136885,5526031101,22104124402,2750311500,11990707878
내 마음의 풍금,10055626,23303988239,3.26256E+11,1159253000,88908642769
수목장,10056669,4350453000,8700906000,4114057000,4586849000
권법형사 : 차이나타운,10035605,7828891800,7828891800,7828891800,7828891800
들개,20147110,14948045808,59792183232,1977196563,39380162179
갯마을,10060180,4194616500,8389233000,625824000,7763409000
갯마을,20155010,6240174500,6240174500,6240174500,6240174500
박서방,10005896,15242388250,30484776500,13446137500,17038639000
박서방,20162835,14626427250,29252854500,4926508500,24326346000
죽여주는 여자,10054391,6507425174,1.17134E+11,237013700,27446302382
은교,10029474,20772740015,4.15455E+11,470675000,66715881300
잉투기,20111842,16509636692,82548183459,1095301000,61270079831
마이 보이,10071183,17668196520,88340982600,2673832500,37654858000
왕자 호동,10005896,15242388250,30484776500,13446137500,17038639000
왕자 호동,20162835,14626427250,29252854500,4926508500,24326346000
넛잡: 땅콩 도둑들,10052972,3176349450,6352698900,3069388100,3283310800
바보선언,10004052,79885382971,3.99427E+11,6276963402,135753322310
인목대비,20130080,11200872500,11200872500,11200872500,11200872500
성춘향,10072618,13448848500,13448848500,13448848500,13448848500
밍크코트,10090290,26051666498,7.55498E+11,273120000,110933981730
밍크코트,20111869,16000667349,1.92008E+11,1913087600,62697419249
스물 아홉살,20189890,3719554345,22317326070,357963117,8169492153
데드 엔드,20196429,62697419249,62697419249,62697419249,62697419249
데드 엔드,10004220,7711001529,53977010700,1194185500,19330302500
강화도령,10072618,13448848500,13448848500,13448848500,13448848500
청포도 사탕: 17년 전의 약속,20110927,8917936683,53507620100,3122965500,23831958600
청포도 사탕: 17년 전의 약속,20138308,8851802500,8851802500,8851802500,8851802500
알포인트,10000461,12061370462,96490963693,273950500,66014775400
이웃동서,20224231,3507839089,7015678177,2892681205,4122996972
살인의 추억,10037018,37632110651,6.77378E+11,4243936350,95868830649
욕망의 독: 중독,10089395,25884541507,51769083013,3068195600,48700887413
독립협회와 청년 이승만,10005896,15242388250,30484776500,13446137500,17038639000
독립협회와 청년 이승만,20162835,14626427250,29252854500,4926508500,24326346000
7번방의 선물,10019065,28834863777,6.63202E+11,230047000,135753322310
외도,20224231,3507839089,7015678177,2892681205,4122996972
감출 수 없는 본능-몰카,10055983,30290743284,90872229853,4682641000,77319445264
일진,20299151,19371654711,96858273555,2956397623,58068236865
영자의 전성시대,10037206,22156368722,1.32938E+11,1859615500,45566111330
마포사는 황부자,20128924,16226580642,16226580642,16226580642,16226580642
마스터 클래스의 산책,20198866,6878530617,13757061233,5928169433,7828891800
채식주의자,10071672,3378320788,20269924730,476386500,9471138230
사랑방 손님과 어머니,10029993,11441296650,22882593300,625824000,22256769300
서편제,10003673,11352067300,22704134600,8759204600,13944930000
돈,20128924,16226580642,16226580642,16226580642,16226580642
렌의 애가,10005896,15242388250,30484776500,13446137500,17038639000
렌의 애가,20162835,14626427250,29252854500,4926508500,24326346000
너는 내 운명,10061252,7532783870,75327838698,1651122533,17653752500
메피스토,10061683,9585807100,38343228400,5110555000,13720377000
호우시절,10062025,15739386249,2.20351E+11,2139360500,43488814535
인플루언스,10055626,23303988239,3.26256E+11,1159253000,88908642769
오직 그대만,10036685,19238221159,96191105796,7591008500,50510565168
엄마친구 2,20224231,3507839089,7015678177,2892681205,4122996972
촌색씨,20162887,12659065000,12659065000,12659065000,12659065000
롱타임노씨,20166593,5878336050,17635008150,335696650,14835559500
뽀삐,20067819,4438056884,75446967033,274134500,17695683795
구봉서의 벼락부자,10002158,33986449500,33986449500,33986449500,33986449500
연인들,10062071,12642700856,2.40211E+11,237013700,93042352648
연인들,10062072,4064795333,12194386000,620874000,7763409000
연인들,20157089,9179188500,9179188500,9179188500,9179188500
바람불어 좋은 날,10043371,15195210043,2.73514E+11,1074486100,44098470600
여고괴담 두번째 이야기,10001919,5351016039,58861176430,619287500,13200412500
만추,10061683,9585807100,38343228400,5110555000,13720377000
파수꾼,10035605,7828891800,7828891800,7828891800,7828891800
메멘토모리,10090163,17956561822,1.61609E+11,326980700,62697419249
다이노X 탐험대,10062239,8188196882,90070165700,532419300,28622355500
동감,10054008,6081889146,79064558903,391554441,31313568795
분신사바,20112163,3993152445,43924676900,428376400,15655329500
분신사바,10003662,3827484000,3827484000,3827484000,3827484000
여름이 준 선물,20110852,4639709300,4639709300,4639709300,4639709300
"춘천, 춘천",20147564,3627352500,3627352500,3627352500,3627352500
난장이가 쏘아올린 작은 공,10003190,5237192367,15711577100,1215167500,11706585100
도다리 - 리덕스,20127332,3718848797,29750790376,253673000,11898748500
흔들리는 물결,20153620,61361637894,1.84085E+11,2749609100,98463522781
가을비 우산속에,10040423,9040490582,36161962326,611420000,22209675300
천년호,20130653,3865123500,3865123500,3865123500,3865123500
천년호,10006392,13164504267,78987025600,8842295700,22209675300
대폭군,10072618,13448848500,13448848500,13448848500,13448848500
미워도 다시 한번 '80,10054455,25820101000,51640202000,17653752500,33986449500
월하,20253678,6142878897,24571515587,415009400,9739662144
딥,10072456,4144784300,8289568600,958576600,7330992000
딥,20157599,3865123500,3865123500,3865123500,3865123500
내시,10040423,9040490582,36161962326,611420000,22209675300
8월의 크리스마스,10087518,11578478561,1.5052E+11,934380300,52355568637
꿈,10043371,15195210043,2.73514E+11,1074486100,44098470600
을화,10030361,9669867399,67689071790,1899792000,20597497600
표류도,10026794,3990896217,7981792433,1651122533,6330669900
태극기 휘날리며,10060114,13187245466,92310718259,3969337524,22209675300
의사 안중근,10005896,15242388250,30484776500,13446137500,17038639000
의사 안중근,20162835,14626427250,29252854500,4926508500,24326346000
빼꼼의 머그잔 여행,10055966,4409368675,17637474700,1289929200,6826959500
연평해전,10004099,18217555089,1.4574E+11,417495600,55827861500
귀향,10029305,58078674380,1.16157E+11,27248705990,88908642769
마이너클럽,10035474,4516700500,9033401000,1777803000,7255598000
써니,20111253,27367057300,54734114600,698549500,54035565100
써니,20152827,3983748800,3983748800,3983748800,3983748800
돈,20128924,16226580642,16226580642,16226580642,16226580642
해피엔드,10072251,31786860561,4.45016E+11,1928502500,135753322310
어느 여대생의 고백,10072618,13448848500,13448848500,13448848500,13448848500
메이킹 패밀리,10006171,17422181100,1.91644E+11,363240500,115706188137
메이킹 패밀리,20227594,20463956973,20463956973,20463956973,20463956973
사도,10037018,37632110651,6.77378E+11,4243936350,95868830649
시,10054490,4106416494,12319249483,1542788950,9038167500
시,20155963,13420381653,26840763305,10204359000,16636404305
시,20194984,28811011456,28811011456,28811011456,28811011456
히치하이크,20208707,8357048304,25071144913,1246420500,12309164568
타짜,10066380,24173591466,2.6591E+11,240262112,98463522781
로맨스 빠빠,10040423,9040490582,36161962326,611420000,22209675300
봄날은 간다,10054008,6081889146,79064558903,391554441,31313568795
자유부인 '81,10007493,4376240500,4376240500,4376240500,4376240500
공공의 적,10035772,19385766013,4.26487E+11,759481000,81025004000
겨울로 가는 마차,10004995,25724826959,2.31523E+11,220051200,82871781800
겨울로 가는 마차,20166471,2037328667,6111986000,1777803000,2227291000
여인잔혹사 물레야 물레야,10005839,12130521180,1.09175E+11,459220000,34222160500
여인잔혹사 물레야 물레야,10005840,8478463114,1.18698E+11,217269000,57570773000
여인잔혹사 물레야 물레야,20165538,1.10934E+11,1.10934E+11,110933981730,110933981730
"좋은 놈, 나쁜 놈, 이상한 놈",10037018,37632110651,6.77378E+11,4243936350,95868830649
오오단편극장 ? 김태리 배우 특별전,20201026,35101029440,1.05303E+11,11924818185,58167040145
두 번의 결혼식과 한 번의 장례식,10003973,12105985622,24211971244,380012644,23831958600
자유부인 '81,10007493,4376240500,4376240500,4376240500,4376240500
힐링메이트,10056926,3827484000,3827484000,3827484000,3827484000
돼지의 왕,10003756,3315382033,19892292200,273120000,7324579000
귀향,10036856,17683544159,53050632476,262191500,27248705990
삼등과장,20128924,16226580642,16226580642,16226580642,16226580642
그녀에게,10065946,10086708751,1.81561E+11,273950500,60175111015
환상극장,10072977,7153908120,35769540600,566731000,15655329500
초대남,20224231,3507839089,7015678177,2892681205,4122996972
포크레인,10047367,11162693000,1.2279E+11,1194185500,30220536000
깊은 밤 갑자기,10004995,25724826959,2.31523E+11,220051200,82871781800
깊은 밤 갑자기,20166471,2037328667,6111986000,1777803000,2227291000
베를린,10087253,29076804145,9.01381E+11,274134500,115706188137
사랑방 손님과 어머니,10029993,11441296650,22882593300,625824000,22256769300
만추,10061683,9585807100,38343228400,5110555000,13720377000
구봉서의 벼락부자,10002158,33986449500,33986449500,33986449500,33986449500
만화방,20224231,3507839089,7015678177,2892681205,4122996972
마당을 나온 암탉,10026732,11552042921,2.19489E+11,237013700,58167040145
마당을 나온 암탉,20229807,56598333057,56598333057,56598333057,56598333057
소명 2-모겐족의 월드컵,10004624,28233656167,84700968500,9337976000,57570773000
낙타는 말했다,20166592,7198221750,14396443500,4259705000,10136738500
미스터 쿠퍼,20189016,5194053726,20776214903,1229698892,8946889910
올드보이,10072251,31786860561,4.45016E+11,1928502500,135753322310
인정사정 볼 것 없다,10029293,16931436810,1.69314E+11,362910000,81025004000
사랑방 손님과 어머니,10072618,13448848500,13448848500,13448848500,13448848500
군함도 감독판,10090290,26051666498,7.55498E+11,273120000,110933981730
군함도 감독판,20111869,16000667349,1.92008E+11,1913087600,62697419249
뭘 또 그렇게까지,20111316,2483146400,9932585600,1020724600,4124164500
우아한 거짓말,10006537,9624543119,38498172476,2500814949,13571515911
고종황제와 의사 안중근,20128924,16226580642,16226580642,16226580642,16226580642
원점,10040423,9040490582,36161962326,611420000,22209675300
나는 왕이로소이다,10069179,31476897055,3.14769E+11,931460100,115706188137
마더,10006390,9542629122,28627887365,2329754965,19967462500
미스터 고,10035342,9337976000,9337976000,9337976000,9337976000
고래사냥,20132039,5587166000,5587166000,5587166000,5587166000
고래사냥,10072672,23130188893,23130188893,23130188893,23130188893
여자의 일생,10072618,13448848500,13448848500,13448848500,13448848500
써니,20111253,27367057300,54734114600,698549500,54035565100
써니,20152827,3983748800,3983748800,3983748800,3983748800
뚜르: 내 생애 최고의 49일,20254941,3599680348,3599680348,3599680348,3599680348
뚜르: 내 생애 최고의 49일,10056978,9271938036,18543876072,9072737842,9471138230
휴일,20120069,9003326800,18006653600,3068195600,14938458000
검은 여름,20147564,3627352500,3627352500,3627352500,3627352500
신의 한 수,10062025,15739386249,2.20351E+11,2139360500,43488814535
자유 결혼,10072618,13448848500,13448848500,13448848500,13448848500
사촌누나와 동거-무삭제,20224231,3507839089,7015678177,2892681205,4122996972
북촌방향,10004317,9434280025,37737120100,365477200,27007303900
자유 결혼,10072618,13448848500,13448848500,13448848500,13448848500
아마존의 눈물,10003788,17673107185,2.12077E+11,263049900,66372140706
두근두근,20135285,10493247144,20986494287,842501700,20143992587
돌아오지 않는 해병,10002158,33986449500,33986449500,33986449500,33986449500
바보야,10043371,15195210043,2.73514E+11,1074486100,44098470600
남자식모,10002158,33986449500,33986449500,33986449500,33986449500
태양은늙지않는다,20126810,82065204987,4.92391E+11,36292848900,135753322310
태양은늙지않는다,10028537,17223007811,34446015621,459566121,33986449500
실종: 사라진아내,20128234,15355000574,30710001147,9316548500,21393452647
그날의 기억,20237747,30883060006,6.79427E+11,1302907128,135753322310
코알라,20112886,15557832477,62231329906,698549500,54035565100
코알라,20138236,55827861500,55827861500,55827861500,55827861500
너는 내 운명,10052462,17653752500,17653752500,17653752500,17653752500
벙어리 삼룡이,10072618,13448848500,13448848500,13448848500,13448848500
꽃네,10005814,18155398279,72621593116,4376240500,33986449500
황진이,10037291,5695629769,28478148847,713525000,12291081634
검사외전,10090290,26051666498,7.55498E+11,273120000,110933981730
검사외전,20111869,16000667349,1.92008E+11,1913087600,62697419249
청일전쟁과 여걸 민비,20128924,16226580642,16226580642,16226580642,16226580642
"지금, 이대로가 좋아요",10001919,5351016039,58861176430,619287500,13200412500
깊고 푸른 밤,10060180,4194616500,8389233000,625824000,7763409000
깊고 푸른 밤,20155010,6240174500,6240174500,6240174500,6240174500
강화도령,10072618,13448848500,13448848500,13448848500,13448848500
카트,10049852,9084123320,99925356522,1258000500,44092710000
마지막 찻잔,10056694,11014996500,22029993000,4376240500,17653752500
돌아오는 길,10028480,4278230127,17112920507,357963117,9846423390
카토 프로젝트,20123425,12064689746,60323448732,359247800,29894157890
매너선생님,20234807,2481699633,7445098900,310302500,4999149100
와이키키 브라더스,10056603,11095665356,99860988200,285182500,44098470600
다섯 개의 시선,10019065,28834863777,6.63202E+11,230047000,135753322310
요화 배정자,10005896,15242388250,30484776500,13446137500,17038639000
요화 배정자,20162835,14626427250,29252854500,4926508500,24326346000
정사: 은밀한 밀애,10003926,8759204600,8759204600,8759204600,8759204600
촌색씨,20162887,12659065000,12659065000,12659065000,12659065000
신이 보낸 사람,10005410,16528508726,3.63627E+11,314542400,88908642769
유관순,10012460,7763409000,7763409000,7763409000,7763409000
곤충왕국 3D,10004624,28233656167,84700968500,9337976000,57570773000
환상속의 그대,10058320,14974942404,2.69549E+11,505103590,58167040145
워낭소리,10072544,19075737900,19075737900,19075737900,19075737900
외출,10030192,4376240500,4376240500,4376240500,4376240500
잉여들의 히치하이킹,20152195,42407832092,42407832092,42407832092,42407832092
나나나 : 여배우 민낯 프로젝트,10003756,3315382033,19892292200,273120000,7324579000
적도의 꽃,10060180,4194616500,8389233000,625824000,7763409000
적도의 꽃,20155010,6240174500,6240174500,6240174500,6240174500
대석굴암,10040423,9040490582,36161962326,611420000,22209675300
팔도 기생,10005896,15242388250,30484776500,13446137500,17038639000
팔도 기생,20162835,14626427250,29252854500,4926508500,24326346000
에덴,20134477,9038167500,9038167500,9038167500,9038167500
헬로우 고스트,10071209,20126261981,3.01894E+11,459220000,115706188137
내 연애의 기억,20066563,9520451069,1.04725E+11,297957300,22960890000
떠날 때는 말없이,10047331,17038639000,17038639000,17038639000,17038639000
바람불어 좋은 날,10043371,15195210043,2.73514E+11,1074486100,44098470600
아빠친구,20289646,53825970324,1.07652E+11,11783109998,95868830649
인정사정 볼 것 없다,10029293,16931436810,1.69314E+11,362910000,81025004000
내부자들,10055626,23303988239,3.26256E+11,1159253000,88908642769
백사부인,10072618,13448848500,13448848500,13448848500,13448848500
옆집여자,20181108,6697681126,20093043378,1784542300,9356404500
옆집여자,10056056,43488814535,43488814535,43488814535,43488814535
춘향뎐(春香傳),10066380,24173591466,2.6591E+11,240262112,98463522781
얼굴이 아니고 마음입니다,10005839,12130521180,1.09175E+11,459220000,34222160500
얼굴이 아니고 마음입니다,10005840,8478463114,1.18698E+11,217269000,57570773000
얼굴이 아니고 마음입니다,20165538,1.10934E+11,1.10934E+11,110933981730,110933981730
마법사들,10062050,21397934721,2.35377E+11,308882000,105169264250
접속,10087518,11578478561,1.5052E+11,934380300,52355568637
욕망,10042972,21312858852,2.77067E+11,479093000,66372140706
가벼운 잠,10072446,5802318000,5802318000,5802318000,5802318000
화녀촌,10005839,12130521180,1.09175E+11,459220000,34222160500
화녀촌,10005840,8478463114,1.18698E+11,217269000,57570773000
화녀촌,20165538,1.10934E+11,1.10934E+11,110933981730,110933981730
이별,10040423,9040490582,36161962326,611420000,22209675300
화끈한 써비스: 어느 잔인한 미용사의,10056600,20429552570,81718210278,8737864643,30037161000
화끈한 써비스: 어느 잔인한 미용사의,20161450,3455039500,6910079000,2750311500,4159767500
셔틀콕,10057434,3352421621,10057264863,251176500,7828891800
셔틀콕,20165467,21968680600,21968680600,21968680600,21968680600
별들의 고향,10040423,9040490582,36161962326,611420000,22209675300
누나,10054490,4106416494,12319249483,1542788950,9038167500
누나,20155963,13420381653,26840763305,10204359000,16636404305
누나,20194984,28811011456,28811011456,28811011456,28811011456
설국열차,10077150,67011377000,67011377000,67011377000,67011377000
미움이 변하여,20126810,82065204987,4.92391E+11,36292848900,135753322310
미움이 변하여,10028537,17223007811,34446015621,459566121,33986449500
형사; Duelist,10000558,24448106931,4.64514E+11,1859615500,77319445264
형사; Duelist,20122651,10136738500,10136738500,10136738500,10136738500
미라클 여행기,20188866,9111748087,9111748087,9111748087,9111748087
노다지,20128924,16226580642,16226580642,16226580642,16226580642
선 섹스 후 사랑,20157839,15494034100,15494034100,15494034100,15494034100
선 섹스 후 사랑,20111296,12239242400,12239242400,12239242400,12239242400
태양은늙지않는다,20126810,82065204987,4.92391E+11,36292848900,135753322310
태양은늙지않는다,10028537,17223007811,34446015621,459566121,33986449500
잠 못 드는 밤,20125794,60058967738,3.00295E+11,3357912530,93665632500
잠 못 드는 밤,10004777,5965197131,77547562700,287654500,20996302500
러브토크,20165440,63568972425,1.27138E+11,21968680600,105169264250
러브토크,10005820,6409104200,38454625199,273120000,17718699499
러브토크,20165438,3776407000,3776407000,3776407000,3776407000
특이점이 온 영화,20289646,53825970324,1.07652E+11,11783109998,95868830649
해피엔드,10072251,31786860561,4.45016E+11,1928502500,135753322310
너는 내 운명,10052462,17653752500,17653752500,17653752500,17653752500
오아시스 세탁소,20137796,5614875500,5614875500,5614875500,5614875500
지금은맞고그때는틀리다,10062184,11004243706,2.64102E+11,327192000,40328508500
밀양,10061252,7532783870,75327838698,1651122533,17653752500
겨울로 가는 마차,10004995,25724826959,2.31523E+11,220051200,82871781800
겨울로 가는 마차,20166471,2037328667,6111986000,1777803000,2227291000
